category,tag,user,title,imgSrc,createAt,viewCount,likeCount,postReplyLists
okky,lifeStory,カワウソ,커스터마이즈 지옥,0,2일 전,383,2,"[{'user': '키리링', 'content': '개발에 ㄱ도 모르는 사람이 위에 있으면 나오는 결과', 'createAt': '2일전'}, {'user': '프레이야', 'content': '결과는 지옥이네여. ㅠㅠ\n지옥길 막는 방법이 있음 좋겠네여', 'createAt': '2일전'}, {'user': 'Unknown_', 'content': 'ㅋㅋㅋㅋ 고객사에서 해달라는거 다해주라고 오더 받아서 다해줬더니,\n납품하고나서 왜케 개판을 쳐놨냐고 뭐라 하던 곳도 있었음 ㅋㅋㅋㅋㅋ 완고하게 해달라매...', 'createAt': '1일전'}]"
